<http://attempto.ifi.uzh.ch/ace_lexicon#TV_pl> ! None
<http://attempto.ifi.uzh.ch/ace_lexicon#TV_sg> ! None
<http://attempto.ifi.uzh.ch/ace_lexicon#TV_vbg> ! None
<http://geneontology.org/formats/oboInOwl#created_by> ! None
<http://identifiers.org/hgnc/10001> ! RGS5
<http://identifiers.org/hgnc/10004> ! RGS9
<http://identifiers.org/hgnc/10006> ! RHAG
<http://identifiers.org/hgnc/10012> ! RHO
<http://identifiers.org/hgnc/10013> ! GRK1
<http://identifiers.org/hgnc/10023> ! RIT1
<http://identifiers.org/hgnc/10024> ! RLBP1
<http://identifiers.org/hgnc/10031> ! RMRP
<http://identifiers.org/hgnc/10050> ! RNASEL
<http://identifiers.org/hgnc/10057> ! RNF13
<http://identifiers.org/hgnc/10069> ! RNF6
<http://identifiers.org/hgnc/1012> ! OPN1SW
<http://identifiers.org/hgnc/1014> ! BCR
<http://identifiers.org/hgnc/1020> ! BCS1L
<http://identifiers.org/hgnc/10250> ! ROBO2
<http://identifiers.org/hgnc/10254> ! ROM1
<http://identifiers.org/hgnc/10257> ! ROR2
<http://identifiers.org/hgnc/10260> ! RORC
<http://identifiers.org/hgnc/10263> ! RP1
<http://identifiers.org/hgnc/10274> ! RP2
<http://identifiers.org/hgnc/10288> ! RP9
<http://identifiers.org/hgnc/10294> ! RPE65
<http://identifiers.org/hgnc/10295> ! RPGR
<http://identifiers.org/hgnc/10297> ! RPIA
<http://identifiers.org/hgnc/10298> ! RPL10
<http://identifiers.org/hgnc/10301> ! RPL11
<http://identifiers.org/hgnc/10306> ! RPL15
<http://identifiers.org/hgnc/10313> ! RPL21
<http://identifiers.org/hgnc/10327> ! RPL26
<http://identifiers.org/hgnc/1033> ! BDNF
<http://identifiers.org/hgnc/10345> ! RPL35A
<http://identifiers.org/hgnc/10360> ! RPL5
<http://identifiers.org/hgnc/10379> ! MRPL3
<http://identifiers.org/hgnc/1037> ! CFB
<http://identifiers.org/hgnc/10383> ! RPS10
<http://identifiers.org/hgnc/10387> ! RPS14
<http://identifiers.org/hgnc/10397> ! RPS17
<http://identifiers.org/hgnc/103> ! CNNM2
<http://identifiers.org/hgnc/10402> ! RPS19
<http://identifiers.org/hgnc/1040> ! BFSP1
<http://identifiers.org/hgnc/10411> ! RPS24
<http://identifiers.org/hgnc/10414> ! RPS26
<http://identifiers.org/hgnc/10418> ! RPS28
<http://identifiers.org/hgnc/10419> ! RPS29
<http://identifiers.org/hgnc/1041> ! BFSP2
<http://identifiers.org/hgnc/10432> ! RPS6KA3
<http://identifiers.org/hgnc/10440> ! RPS7
<http://identifiers.org/hgnc/1044> ! BGN
<http://identifiers.org/hgnc/10457> ! RS1
<http://identifiers.org/hgnc/10468> ! RTN2
<http://identifiers.org/hgnc/10471> ! RUNX1
<http://identifiers.org/hgnc/10472> ! RUNX2
<http://identifiers.org/hgnc/10483> ! RYR1
<http://identifiers.org/hgnc/10484> ! RYR2
<http://identifiers.org/hgnc/10519> ! SACS
<http://identifiers.org/hgnc/10521> ! SAG
<http://identifiers.org/hgnc/10524> ! SALL1
<http://identifiers.org/hgnc/10526> ! SALL2
<http://identifiers.org/hgnc/1052> ! BIN1
<http://identifiers.org/hgnc/10535> ! SAR1B
<http://identifiers.org/hgnc/10536> ! SARDH
<http://identifiers.org/hgnc/10540> ! SAT1
<http://identifiers.org/hgnc/10542> ! SBF1
<http://identifiers.org/hgnc/10545> ! MSMO1
<http://identifiers.org/hgnc/10547> ! SC5D
<http://identifiers.org/hgnc/10548> ! ATXN1
<http://identifiers.org/hgnc/10549> ! ATXN10
<http://identifiers.org/hgnc/10555> ! ATXN2
<http://identifiers.org/hgnc/10560> ! ATXN7
<http://identifiers.org/hgnc/10561> ! ATXN8OS
<http://identifiers.org/hgnc/1057> ! BLK
<http://identifiers.org/hgnc/10582> ! SCN10A
<http://identifiers.org/hgnc/10583> ! SCN11A
<http://identifiers.org/hgnc/10585> ! SCN1A
<http://identifiers.org/hgnc/10586> ! SCN1B
<http://identifiers.org/hgnc/10588> ! SCN2A
<http://identifiers.org/hgnc/10589> ! SCN2B
<http://identifiers.org/hgnc/1058> ! BLM
<http://identifiers.org/hgnc/10591> ! SCN4A
<http://identifiers.org/hgnc/10592> ! SCN4B
<http://identifiers.org/hgnc/10593> ! SCN5A
<http://identifiers.org/hgnc/10596> ! SCN8A
<http://identifiers.org/hgnc/10597> ! SCN9A
<http://identifiers.org/hgnc/10599> ! SCNN1A
<http://identifiers.org/hgnc/1059> ! BLMH
<http://identifiers.org/hgnc/105> ! CNNM4
<http://identifiers.org/hgnc/10600> ! SCNN1B
<http://identifiers.org/hgnc/10602> ! SCNN1G
<http://identifiers.org/hgnc/10603> ! SCO1
<http://identifiers.org/hgnc/10604> ! SCO2
<http://identifiers.org/hgnc/10606> ! SCP2
<http://identifiers.org/hgnc/10610> ! CCL11
<http://identifiers.org/hgnc/10618> ! CCL2
<http://identifiers.org/hgnc/10627> ! CCL3
<http://identifiers.org/hgnc/10628> ! CCL3L1
<http://identifiers.org/hgnc/1062> ! BLVRA
<http://identifiers.org/hgnc/10648> ! AIMP1
<http://identifiers.org/hgnc/10660> ! SDC3
<http://identifiers.org/hgnc/10664> ! CWC27
<http://identifiers.org/hgnc/10669> ! TSHZ1
<http://identifiers.org/hgnc/10671> ! SDCCAG8
<http://identifiers.org/hgnc/10672> ! CXCL12
<http://identifiers.org/hgnc/1067> ! BMP1
<http://identifiers.org/hgnc/10680> ! SDHA
<http://identifiers.org/hgnc/10681> ! SDHB
<http://identifiers.org/hgnc/10682> ! SDHC
<http://identifiers.org/hgnc/10683> ! SDHD
<http://identifiers.org/hgnc/1068> ! BMP15
<http://identifiers.org/hgnc/1069> ! BMP2
<http://identifiers.org/hgnc/10701> ! SEC23A
<http://identifiers.org/hgnc/10702> ! SEC23B
<http://identifiers.org/hgnc/10706> ! SEC24D
<http://identifiers.org/hgnc/10718> ! SELE
<http://identifiers.org/hgnc/1071> ! BMP4
<http://identifiers.org/hgnc/10721> ! SELP
<http://identifiers.org/hgnc/10723> ! SEMA3A
<http://identifiers.org/hgnc/10727> ! SEMA3E
<http://identifiers.org/hgnc/10729> ! SEMA4A
<http://identifiers.org/hgnc/10768> ! SF3B1
<http://identifiers.org/hgnc/1076> ! BMPR1A
<http://identifiers.org/hgnc/10771> ! SF3B4
<http://identifiers.org/hgnc/10778> ! SFRP4
<http://identifiers.org/hgnc/1077> ! BMPR1B
<http://identifiers.org/hgnc/1078> ! BMPR2
<http://identifiers.org/hgnc/10798> ! SFTPA1
<http://identifiers.org/hgnc/10799> ! SFTPA2
<http://identifiers.org/hgnc/10801> ! SFTPB
<http://identifiers.org/hgnc/10802> ! SFTPC
<http://identifiers.org/hgnc/10805> ! SGCA
<http://identifiers.org/hgnc/10806> ! SGCB
<http://identifiers.org/hgnc/10807> ! SGCD
<http://identifiers.org/hgnc/10808> ! SGCE
<http://identifiers.org/hgnc/10809> ! SGCG
<http://identifiers.org/hgnc/10817> ! SGPL1
<http://identifiers.org/hgnc/10818> ! SGSH
<http://identifiers.org/hgnc/10820> ! SH2D1A
<http://identifiers.org/hgnc/10825> ! SH3BP2
<http://identifiers.org/hgnc/10848> ! SHH
<http://identifiers.org/hgnc/10856> ! SI
<http://identifiers.org/hgnc/10872> ! ST3GAL5
<http://identifiers.org/hgnc/10879> ! STIL
<http://identifiers.org/hgnc/10882> ! SIM1
<http://identifiers.org/hgnc/10887> ! SIX1
<http://identifiers.org/hgnc/10889> ! SIX3
<http://identifiers.org/hgnc/10891> ! SIX5
<http://identifiers.org/hgnc/10892> ! SIX6
<http://identifiers.org/hgnc/10896> ! SKI
<http://identifiers.org/hgnc/10898> ! SKIV2L
<http://identifiers.org/hgnc/10906> ! SLC10A2
<http://identifiers.org/hgnc/10907> ! SLC11A1
<http://identifiers.org/hgnc/10908> ! SLC11A2
